time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,21.01,99.7,0.0,10000,VFR
1.0,19.0,20.18,99.7,0.4223,253,IFR
2.0,20.0,19.94,99.9,0.1943,419,IFR
3.0,21.0,19.83,100.0,0.1411,516,IFR
4.0,22.0,19.73,100.0,0.129,547,IFR
5.0,23.0,19.62,100.0,0.1267,554,IFR
6.0,0.0,19.52,99.9,0.1272,552,IFR
7.0,1.0,19.41,100.0,0.1252,558,IFR
8.0,2.0,19.3,100.0,0.1253,558,IFR
9.0,3.0,19.2,100.0,0.1257,557,IFR
10.0,4.0,19.09,100.0,0.1242,561,IFR
11.0,5.0,19.01,99.3,0.1813,438,IFR
12.0,6.0,21.08,87.5,0.0,10000,VFR
