time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,-2.99,92.5,0.0,10000,VFR
1.0,19.0,-3.34,94.9,0.0,10000,VFR
2.0,20.0,-3.69,97.5,0.0,10000,VFR
3.0,21.0,-4.04,100.0,0.0015,10000,VFR
4.0,22.0,-4.22,100.0,0.0354,1269,VFR
5.0,23.0,-4.41,100.0,0.0584,916,VFR
6.0,0.0,-4.63,100.0,0.0724,797,MVFR
7.0,1.0,-4.86,100.0,0.079,753,MVFR
8.0,2.0,-5.08,100.0,0.0812,739,MVFR
9.0,3.0,-5.32,100.0,0.0818,736,MVFR
10.0,4.0,-5.55,100.0,0.0817,737,MVFR
11.0,5.0,-5.78,100.0,0.0813,739,MVFR
12.0,6.0,-6.01,100.0,0.0809,742,MVFR
