time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,4.04,86.2,0.0,10000,VFR
1.0,19.0,3.1,92.2,0.0,10000,VFR
2.0,20.0,2.37,97.1,0.0,10000,VFR
3.0,21.0,1.94,99.8,0.0168,2061,VFR
4.0,22.0,1.95,99.6,0.017,2045,VFR
5.0,23.0,1.93,99.7,0.0168,2058,VFR
6.0,0.0,1.92,99.7,0.0171,2039,VFR
7.0,1.0,1.9,99.8,0.0164,2097,VFR
8.0,2.0,1.9,99.7,0.0162,2106,VFR
9.0,3.0,1.88,99.7,0.0175,2005,VFR
10.0,4.0,1.85,99.9,0.0167,2064,VFR
11.0,5.0,1.86,99.8,0.0159,2134,VFR
12.0,6.0,1.86,99.7,0.0157,2151,VFR
