time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,-0.96,79.5,0.0,10000,VFR
1.0,19.0,-3.13,90.0,0.0,10000,VFR
2.0,20.0,-5.13,96.0,0.0,10000,VFR
3.0,21.0,-6.45,98.6,0.0,10000,VFR
4.0,22.0,-7.33,99.5,0.0004,10000,VFR
5.0,23.0,-7.66,99.5,0.0234,1660,VFR
6.0,0.0,-7.91,99.5,0.051,1001,VFR
7.0,1.0,-7.73,98.1,0.0352,1274,VFR
8.0,2.0,-7.34,96.7,0.0,10000,VFR
9.0,3.0,-7.16,95.3,0.0,10000,VFR
10.0,4.0,-6.84,93.0,0.0,10000,VFR
11.0,5.0,-5.46,83.6,0.0,10000,VFR
12.0,6.0,-4.51,77.8,0.0,10000,VFR
