time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,12.01,87.1,0.0,10000,VFR
1.0,19.0,12.0,84.6,0.0,10000,VFR
2.0,20.0,12.0,83.6,0.0,10000,VFR
3.0,21.0,12.0,83.6,0.0,10000,VFR
4.0,22.0,12.01,84.9,0.0,10000,VFR
5.0,23.0,12.21,85.7,0.0,10000,VFR
6.0,0.0,12.44,86.3,0.0,10000,VFR
7.0,1.0,12.35,88.4,0.0,10000,VFR
8.0,2.0,12.0,89.5,0.0,10000,VFR
9.0,3.0,12.0,85.7,0.0,10000,VFR
10.0,4.0,12.0,81.9,0.0,10000,VFR
11.0,5.0,12.0,78.9,0.0,10000,VFR
12.0,6.0,12.0,76.3,0.0,10000,VFR
