time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,11.01,70.8,0.0,10000,VFR
1.0,19.0,7.87,86.8,0.0,10000,VFR
2.0,20.0,6.68,94.0,0.0,10000,VFR
3.0,21.0,5.85,97.5,0.0,10000,VFR
4.0,22.0,5.26,99.0,0.0,10000,VFR
5.0,23.0,4.7,99.5,0.0197,1860,VFR
6.0,0.0,4.47,99.5,0.0568,933,MVFR
7.0,1.0,4.43,99.5,0.0499,1015,VFR
8.0,2.0,4.39,99.5,0.0448,1089,VFR
9.0,3.0,4.41,99.4,0.0329,1330,VFR
10.0,4.0,4.44,99.1,0.0248,1601,VFR
11.0,5.0,4.46,99.0,0.0195,1870,VFR
12.0,6.0,4.57,98.2,0.0159,2138,VFR
