time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,-3.99,92.4,0.0519,990,VFR
1.0,19.0,-4.47,97.6,0.0,10000,VFR
2.0,20.0,-4.81,100.0,0.0045,10000,VFR
3.0,21.0,-4.99,100.0,0.0366,1242,VFR
4.0,22.0,-5.19,100.0,0.0581,920,VFR
5.0,23.0,-5.41,100.0,0.0711,807,VFR
6.0,0.0,-5.64,100.0,0.0773,763,MVFR
7.0,1.0,-5.87,100.0,0.0795,750,MVFR
8.0,2.0,-6.11,100.0,0.0801,746,MVFR
9.0,3.0,-6.35,100.0,0.0799,747,MVFR
10.0,4.0,-6.58,100.0,0.0796,749,MVFR
11.0,5.0,-6.82,100.0,0.0791,752,MVFR
12.0,6.0,-7.06,100.0,0.0786,755,MVFR
