time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,17.0,26.98,46.8,0.0,10000,VFR
1.0,18.0,25.87,50.1,0.0,10000,VFR
2.0,19.0,24.65,54.0,0.0,10000,VFR
3.0,20.0,23.38,58.4,0.0,10000,VFR
4.0,21.0,22.37,62.2,0.0,10000,VFR
5.0,22.0,21.57,65.4,0.0,10000,VFR
6.0,23.0,20.92,68.1,0.0,10000,VFR
7.0,0.0,20.39,70.5,0.0,10000,VFR
8.0,1.0,19.94,72.5,0.0,10000,VFR
9.0,2.0,19.56,74.3,0.0,10000,VFR
10.0,3.0,19.23,75.9,0.0,10000,VFR
11.0,4.0,18.94,77.3,0.0,10000,VFR
12.0,5.0,18.77,78.1,0.0,10000,VFR
