time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,15.0,25.99,33.3,0.0,10000,VFR
1.0,16.0,25.9,32.8,0.0,10000,VFR
2.0,17.0,25.34,33.1,0.0,10000,VFR
3.0,18.0,24.06,34.3,0.0,10000,VFR
4.0,19.0,22.2,37.3,0.0,10000,VFR
5.0,20.0,20.83,40.9,0.0,10000,VFR
6.0,21.0,19.52,45.4,0.0,10000,VFR
7.0,22.0,18.38,49.4,0.0,10000,VFR
8.0,23.0,17.46,52.9,0.0,10000,VFR
9.0,0.0,16.72,55.9,0.0,10000,VFR
10.0,1.0,16.01,58.7,0.0,10000,VFR
11.0,2.0,15.35,61.6,0.0,10000,VFR
12.0,3.0,14.74,65.0,0.0,10000,VFR
