time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,0.01,86.0,0.0,10000,VFR
1.0,19.0,-0.34,88.3,0.0,10000,VFR
2.0,20.0,-0.69,90.6,0.0,10000,VFR
3.0,21.0,-1.04,92.9,0.0,10000,VFR
4.0,22.0,-1.39,95.4,0.0,10000,VFR
5.0,23.0,-1.74,97.9,0.0,10000,VFR
6.0,0.0,-2.07,100.0,0.0092,3049,VFR
7.0,1.0,-2.24,100.0,0.0435,1109,VFR
8.0,2.0,-2.44,100.0,0.0688,823,VFR
9.0,3.0,-2.66,100.0,0.0807,743,MVFR
10.0,4.0,-2.88,100.0,0.0849,718,MVFR
11.0,5.0,-3.1,100.0,0.0862,711,MVFR
12.0,6.0,-3.32,100.0,0.0864,710,MVFR
