time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,14.01,99.7,0.0,10000,VFR
1.0,19.0,13.89,99.5,0.0624,877,MVFR
2.0,20.0,13.86,99.5,0.0547,956,MVFR
3.0,21.0,13.84,99.5,0.0503,1010,VFR
4.0,22.0,13.81,99.5,0.0459,1072,VFR
5.0,23.0,13.8,99.5,0.0426,1125,VFR
6.0,0.0,13.78,99.5,0.0395,1182,VFR
7.0,1.0,13.76,99.5,0.0374,1224,VFR
8.0,2.0,13.75,99.5,0.0353,1272,VFR
9.0,3.0,13.73,99.5,0.0331,1325,VFR
10.0,4.0,13.72,99.5,0.0297,1422,VFR
11.0,5.0,13.72,99.5,0.0262,1542,VFR
12.0,6.0,13.71,99.5,0.0255,1571,VFR
