time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,19.0,17.01,93.4,0.0,10000,VFR
1.0,20.0,16.47,96.7,0.0,10000,VFR
2.0,21.0,16.12,98.9,0.0,10000,VFR
3.0,22.0,15.91,99.9,0.0391,1189,VFR
4.0,23.0,15.8,100.0,0.0887,698,MVFR
5.0,0.0,15.69,100.0,0.1123,599,IFR
6.0,1.0,15.56,100.0,0.1179,580,IFR
7.0,2.0,15.45,99.9,0.1216,569,IFR
8.0,3.0,15.32,100.0,0.1207,571,IFR
9.0,4.0,15.2,100.0,0.1203,573,IFR
10.0,5.0,14.99,99.9,0.1824,437,IFR
11.0,6.0,14.17,99.9,0.3021,315,IFR
12.0,7.0,14.05,100.0,0.1515,493,IFR
