time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,-2.96,62.8,0.0,10000,VFR
1.0,19.0,-4.57,70.9,0.0,10000,VFR
2.0,20.0,-6.22,80.4,0.0,10000,VFR
3.0,21.0,-7.35,87.7,0.0,10000,VFR
4.0,22.0,-8.13,93.2,0.0,10000,VFR
5.0,23.0,-8.69,96.6,0.0,10000,VFR
6.0,0.0,-9.11,98.4,0.0,10000,VFR
7.0,1.0,-9.45,99.2,0.0,10000,VFR
8.0,2.0,-9.72,99.5,0.0041,10000,VFR
9.0,3.0,-10.26,99.5,0.0562,940,VFR
10.0,4.0,-10.84,99.5,0.0932,676,MVFR
11.0,5.0,-11.31,99.5,0.0956,665,MVFR
12.0,6.0,-11.69,99.5,0.0878,703,MVFR
