time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,12.0,30.98,26.3,0.0,10000,VFR
1.0,13.0,31.54,25.4,0.0,10000,VFR
2.0,14.0,32.22,24.4,0.0,10000,VFR
3.0,15.0,32.85,23.5,0.0,10000,VFR
4.0,16.0,33.41,22.8,0.0,10000,VFR
5.0,17.0,33.86,22.2,0.0,10000,VFR
6.0,18.0,34.17,21.8,0.0,10000,VFR
7.0,19.0,34.85,20.9,0.0,10000,VFR
8.0,20.0,35.22,20.4,0.0,10000,VFR
9.0,21.0,34.65,21.1,0.0,10000,VFR
10.0,22.0,34.04,21.9,0.0,10000,VFR
11.0,23.0,33.96,22.0,0.0,10000,VFR
12.0,0.0,33.6,22.5,0.0,10000,VFR
13.0,1.0,33.37,22.8,0.0,10000,VFR
14.0,2.0,33.25,23.0,0.0,10000,VFR
