time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,18.0,2.01,86.2,0.0,10000,VFR
1.0,19.0,1.66,88.4,0.0,10000,VFR
2.0,20.0,1.31,90.7,0.0,10000,VFR
3.0,21.0,0.96,93.0,0.0,10000,VFR
4.0,22.0,0.61,95.4,0.0,10000,VFR
5.0,23.0,0.26,97.9,0.0,10000,VFR
6.0,0.0,-0.07,100.0,0.0096,2971,VFR
7.0,1.0,-0.23,100.0,0.0448,1089,VFR
8.0,2.0,-0.42,100.0,0.069,822,VFR
9.0,3.0,-0.62,100.0,0.0823,733,MVFR
10.0,4.0,-0.83,100.0,0.0873,706,MVFR
11.0,5.0,-1.05,100.0,0.0888,698,MVFR
12.0,6.0,-1.26,100.0,0.0891,696,MVFR
