time_h,hour_utc,T_sfc_C,RH_sfc_pct,LWC_sfc_gm3,VIS_sfc_m,CAT
0.0,6.0,25.02,66.5,0.0,10000,VFR
1.0,7.0,25.32,65.3,0.0,10000,VFR
2.0,8.0,26.98,59.0,0.0,10000,VFR
3.0,9.0,29.94,49.3,0.0,10000,VFR
4.0,10.0,34.01,38.7,0.0,10000,VFR
5.0,11.0,38.88,29.2,0.0,10000,VFR
6.0,12.0,44.23,21.5,0.0,10000,VFR
7.0,13.0,49.64,15.8,0.0,10000,VFR
8.0,14.0,54.7,11.8,0.0,10000,VFR
9.0,15.0,59.0,9.2,0.0,10000,VFR
10.0,16.0,62.16,7.7,0.0,10000,VFR
11.0,17.0,63.89,6.9,0.0,10000,VFR
12.0,18.0,64.06,6.9,0.0,10000,VFR
